Phylum,Class,Order,Family,Genus,Species,Oxygen,pH,Spore,energy_mode,primary_food_source,id
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,oris,Facultative anaerobe,,,mixed,carbohydrates,1516
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Facultative anaerobe,,,mixed,carbohydrates,1517
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,pentosus,Facultative anaerobe,,,mixed,carbohydrates,1518
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri,Facultative anaerobe,,Chains,mixed,carbohydrates,1519
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,rhamnosus,Facultative anaerobe,,,mixed,carbohydrates,1520
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,sakei,Facultative anaerobe,,,mixed,N/A,1521
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,sanfranciscensis,,,,N/A,N/A,1522
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,ultunensis,Facultative anaerobe,,,mixed,carbohydrates,1523
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,lactis,Facultative anaerobe,,Nonsporulating,mixed,N/A,1524
Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,raffinolactis,Facultative anaerobe,,,mixed,carbohydrates,1525
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Laedolimicola,intestinihominis,Anaerobic,,,N/A,carbohydrates,1526
Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,parvula,Anaerobe,,,fermenter,N/A,1527
Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,rimae,Anaerobe,,,fermenter,carbohydrates,1528
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Laribacter,hongkongensis,Anaerobe,,Nonsporulating,fermenter,N/A,1529
Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,mirabilis,Facultative anaerobe,,,mixed,carbohydrates,1530
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,pneumophila,Aerobic,,Singles,N/A,organic_unspecified,1531
Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea,aerocolonigenes,,,,N/A,N/A,1532
Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,biglobosa,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1533
Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,maculans,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1534
Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,interrogans,Aerobe,,,respirer,N/A,1535
Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,noguchii,,,,N/A,N/A,1536
Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,weilii,,,,N/A,N/A,1537
Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,buccalis,Anaerobe,,Chains - Filaments,fermenter,N/A,1538
Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,hofstadii,,,,N/A,N/A,1539
Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,shahii,,,,N/A,N/A,1540
Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,wadei,,,,N/A,N/A,1541
Basidiomycota,Agaricomycetes,Boletales,,Leucogyrophana,mollusca,Aerobe,,Sporulating (basidiospores)/reproduction by budding,fermenter,complex_carbs_fiber,1542
Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,cibaria,Facultative anaerobe,,,mixed,N/A,1543
Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,citreum,Facultative anaerobe,,Singles,mixed,N/A,1544
Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,confusa,Facultative anaerobe,,,mixed,N/A,1545
Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,gelidum,Facultative anaerobe,,,mixed,carbohydrates,1546
Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,kimchii,Facultative,,,mixed,N/A,1547
Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,lactis,Facultative anaerobe,,,mixed,carbohydrates,1548
Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,mesenteroides,Facultative anaerobe,,,mixed,carbohydrates,1549
Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Lichtheimia,ramosa,Aerobic,,Sporulating,fermenter,complex_carbs_fiber,1550
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,salivarius,Facultative anaerobe,,Nonsporulating,mixed,N/A,1551
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,fermentum,Facultative anaerobe,,,mixed,carbohydrates,1552
Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,reuteri,Facultative anaerobe,,Chains,mixed,carbohydrates,1553
Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,grayi,Facultative anaerobe,,,mixed,carbohydrates,1554
Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,innocua,Facultative anaerobe,,Chains - Singles,mixed,organic_unspecified,1555
Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,ivanovii,,,,N/A,N/A,1556
Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,monocytogenes,Facultative anaerobe,,Chains - Singles,mixed,carbohydrates,1557
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Lodderomyces,elongisporus,Aerobe,,Sporulating (ascospores),fermenter,complex_carbs_fiber,1558
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Lymphocryptovirus,gammaherpesvirus 4,,,,N/A,N/A,1559
Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,fusiformis,,,,N/A,N/A,1560
Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,sphaericus,Aerobe,,Sporulating,respirer,N/A,1561
Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Macalpinomyces,mackinlayi,Aerobic,,Sporulating (basidiospores); reproduction also by budding,N/A,organic_unspecified,1562
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Maccoya,intestinihominis,Anaerobic,,,N/A,carbohydrates,1563
Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,furfur,Aerobe,,Sporulating (basidiospores)/reproduction by budding,respirer,organic_unspecified,1564
Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,globosa,Aerobe,,No; Reproduction by unipolar budding,respirer,lipids,1565
Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,pachydermatis,Aerobe/facultative anaerobe,,no; Reproduction by unipolar budding,mixed,lipids,1566
Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,restricta,Aerobe,,No; Reproduction by unipolar budding,respirer,lipids,1567
Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,slooffiae,Aerobe,,No; Reproduction by unipolar budding,respirer,lipids,1568
Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,sympodialis,Aerobe,,No; Reproduction by unipolar budding,respirer,lipids,1569
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus,sciuri,,,,N/A,N/A,1570
Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus,vitulinus,,,,N/A,N/A,1571
Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,scoriae,,,,N/A,N/A,1572
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,lactaris,,,,N/A,N/A,1573
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,torques,Anaerobe,,,fermenter,carbohydrates,1574
Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,funiformis,Anaerobe,,,fermenter,carbohydrates,1575
Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,elsdenii,Anaerobe,,,fermenter,carbohydrates,1576
Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,intestinihominis,Anaerobic,,,N/A,carbohydrates,1577
Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,micronuciformis,,,,N/A,N/A,1578
Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Melanopsichium,pennsylvanicum,Aerobic,,Sporulating (basidiospores); reproduction also by budding,fermenter,complex_carbs_fiber,1579
Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,Melioribacter,roseus,,,,N/A,N/A,1580
Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Memnoniella,echinata,,,,N/A,N/A,1581
Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,ciceri,,,,N/A,N/A,1582
Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,japonicum,Aerobe,,,respirer,N/A,1583
Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,loti,Aerobe,,,respirer,N/A,1584
Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,opportunistum,,,,N/A,N/A,1585
Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,sedula,Aerobe,,Singles,respirer,N/A,1586
Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,anisopliae,,,,N/A,N/A,1587
Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,majus,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,1588
Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,ruminantium,Anaerobe,,,fermenter,inorganic,1589
Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,smithii,Anaerobe,,,fermenter,inorganic,1590
Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,fervens,Anaerobe,,Nonsporulating,fermenter,inorganic,1591
Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,infernus,Anaerobic,,Nonsporulating,respirer,inorganic,1592
Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,jannaschii,Anaerobe,,Nonsporulating,fermenter,inorganic,1593
Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,vulcanius,Anaerobic,,Nonsporulating,respirer,inorganic,1594
Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,burtonii,Anaerobe,,Nonsporulating,fermenter,inorganic,1595
Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,aeolicus,Anaerobe,,Singles,fermenter,inorganic,1596
Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,maripaludis,Anaerobe,,Singles,fermenter,inorganic,1597
Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,vannielii,Anaerobe,,Singles,fermenter,inorganic,1598
Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,voltae,Anaerobe,,Pairs - Singles,fermenter,inorganic,1599
Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,labreanum,Anaerobe,,Nonsporulating,fermenter,inorganic,1600
Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,marisnigri,Anaerobe,,Nonsporulating,fermenter,inorganic,1601
Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalobium,evestigatum,Anaerobe,,,fermenter,inorganic,1602
Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,mahii,Anaerobe,,,fermenter,c1_compounds,1603
Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,luminyensis,Anaerobe,,,fermenter,c1_compounds,1604
Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,methanomassiliicoccus intestinalis,,,,N/A,N/A,1605
Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,Anaerobe,,Nonsporulating,fermenter,inorganic,1606
Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,acetivorans,Anaerobe,,Nonsporulating,fermenter,inorganic,1607
Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,barkeri,Anaerobe,,Singles,fermenter,complex_carbs_fiber,1608
Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,mazei,Anaerobe,,Nonsporulating,fermenter,inorganic,1609
Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,stadtmanae,Anaerobe,,,fermenter,c1_compounds,1610
Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula,palustris,Anaerobe,,,fermenter,N/A,1611
Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,album,,,,N/A,N/A,1612
Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,hospitalis,Anaerobe,,Pairs - Singles,fermenter,inorganic,1613
Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Ilyobacter,polytropus,Anaerobic,,Nonsporulating,N/A,organic_unspecified,1614
Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Intestinibacter,bartlettii,Obligate anaerobe,,,fermenter,carbohydrates,1615
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Johnsonella,ignava,,,,N/A,N/A,1616
Actinobacteria,Actinobacteria,Micrococcales,Jonesiaceae,Jonesia,denitrificans,Facultative,,Nonsporulating,mixed,organic_unspecified,1617
Firmicutes,Tissierellia,unclassified Tissierellia,unclassified Tissierellia,Kallipyga,massiliensis,Anaerobe,,,fermenter,carbohydrates,1618
Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Kalmanozyma,brasiliensis,Aerobic,,Sporulating (basidiospores); reproduction also by budding,N/A,organic_unspecified,1619
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Kandleria,vitulina,Anaerobe,,,fermenter,carbohydrates,1620
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,africana,Aerobe,,Sporulating (ascospores)/reproduction by budding,fermenter,complex_carbs_fiber,1621
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,telluris,Aerobe,,Sporulating (ascospores)/reproduction by budding,fermenter,organic_unspecified,1622
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,turicensis,Aerobe,,Sporulating (ascospores)/reproduction by budding,fermenter,organic_unspecified,1623
Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ketogulonicigenium,vulgare,,,,N/A,N/A,1624
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,denitrificans,,,,N/A,N/A,1625
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,kingae,,,,N/A,N/A,1626
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,oralis,Facultative anaerobe,,,mixed,carbohydrates,1627
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,aureofaciens,,,,N/A,N/A,1628
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,griseola,,,,N/A,N/A,1629
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,setae,,,,N/A,N/A,1630
Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,,,,,N/A,N/A,1631
Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,aerogenes,Facultative anaerobe,,,mixed,N/A,1632
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,michiganensis,Facultative anaerobe,,,mixed,N/A,1633
Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,pneumoniae,Facultative anaerobe,,,mixed,carbohydrates,1634
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,variicola,,,,N/A,N/A,1635
Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,ascorbata,Facultative anaerobe,,,mixed,N/A,1636
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,lactis,Aerobe/facultative anaerobe,,Sporulating (ascospores)/reproduction by budding,mixed,organic_unspecified,1637
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,marxianus,Aerobe/facultative anaerobe,,Sporulating (ascospores)/reproduction by budding,mixed,organic_unspecified,1638
Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,palustris,Aerobe,,,mixed,carbohydrates,1639
Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,rhizophila,Aerobe,,,respirer,N/A,1640
Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,rosea,,,,N/A,N/A,1641
Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Komagataella,pastoris,Aerobe/facultative anaerobe,,Sporulating (ascospores),mixed,c1_compounds,1642
Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Komagataella,phaffii,Aerobe/facultative anaerobe,,Sporulating (ascospores),mixed,organic_unspecified,1643
Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,massiliensis,Aerobe,,,mixed,carbohydrates,1644
Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kutzneria,,,,,N/A,N/A,1645
Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,pini,Aerobe,,Sporulating (basidiospores)/reproduction by budding,respirer,carbohydrates,1646
Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Kytococcus,sedentarius,Aerobe,,Tetrads,respirer,N/A,1647
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,thermotolerans,Aerobe/facultative anaerobe,,Sporulating (ascospores)/reproduction by budding,mixed,organic_unspecified,1648
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,saburreum,,,,N/A,N/A,1649
Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,pulmonis,Facultative anaerobe,,Singles,mixed,N/A,1650
Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,synoviae,Facultative,,Singles,mixed,N/A,1651
Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,odoratus,,,,N/A,N/A,1652
Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochotrix,thermosphacta,Facultative anaerobe,,,mixed,carbohydrates,1653
Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,diffluens,Aerobe,,Sporulating (basidiospores)/reproduction by budding,respirer,organic_unspecified,1654
Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,abortus,Facultative aerobe,,Nonsporulating,mixed,N/A,1655
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,glabrata,Aerobe/facultative anaerobe,,Sporulating (ascospores)/reproduction by budding,mixed,organic_unspecified,1656
Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,canis,Aerobe,,Nonsporulating,respirer,N/A,1657
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,castellii,Aerobe,,Sporulating (ascospores)/reproduction by budding,fermenter,organic_unspecified,1658
Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,intermedia,,,,N/A,N/A,1659
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,dairenensis,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1660
Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,melitensis,Facultative aerobe,,Chains - Pairs - Singles,mixed,N/A,1661
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,elongata,Aerobe,,,mixed,N/A,1662
Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,suis,Aerobe,,Pairs - Chains - Singles,respirer,N/A,1663
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,flavescens,Aerobe,,,mixed,carbohydrates,1664
Nematoda,Chromadorea,Rhabditida,Onchocercidae,Brugia,pahangi,,,,N/A,N/A,1665
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,gonorrhoeae,Aerobe,,Singles - Pairs,respirer,N/A,1666
Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,aphidicola,,,,N/A,N/A,1667
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,lactamica,,,,N/A,N/A,1668
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,extructa,Obligate anaerobe,,,fermenter,carbohydrates,1669
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,macacae,Facultative anaerobe,,,mixed,carbohydrates,1670
Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,ambifaria,Facultative aerobe,,Nonsporulating,mixed,N/A,1671
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,meningitidis,Aerobe,,Pairs,respirer,N/A,1672
Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,cenocepacia,Facultative aerobe,,Nonsporulating,mixed,N/A,1673
Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,cepacia,Microaerophile,,,mixed,carbohydrates,1674
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,mucosa,Facultative anaerobe,,,mixed,carbohydrates,1675
Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,contaminans,,,,N/A,N/A,1676
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,polysaccharea,,,,N/A,N/A,1677
Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,gladioli,,,,N/A,N/A,1678
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,sicca,,,,N/A,N/A,1679
