id	kingdom	phylum	class_name	order_name	family	genus	species	genus_key	species_key	scientific_name	taxonomic_rank	ncbi_tax_id	gram_stain	oxygen_requirement	ph_preference	sporulation	energy_mode	primary_food_source	created_at	updated_at
1087	Eubacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	limosum	eubacterium	limosum	Eubacterium limosum	species	1736	Positive	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1088	Eubacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	beijingensis	dyadobacter	beijingensis	Dyadobacter beijingensis	species	1121482	Negative	Aerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1089	Eubacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	ramulus	eubacterium	ramulus	Eubacterium ramulus	species	1256908	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1090	Eubacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	fermentans	dyadobacter	fermentans	Dyadobacter fermentans	species	471854	Negative	Aerobe	NULL	Chains - Pairs	respirator	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
1091	Eubacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	rectale	eubacterium	rectale	Eubacterium rectale	species	515619	Positive	Anaerobe	NULL	Nonsporulating	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1092	NULL	Platyhelminthes	Trematoda	Plagiorchiida	Echinostomatidae	Echinostoma	caproni	echinostoma	caproni	Echinostoma caproni	species	27848	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1093	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Incertae Sedis XIII	Eubacterium	saphenum	eubacterium	saphenum	Eubacterium saphenum	species	592031	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1094	Eubacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Edwardsiella	tarda	edwardsiella	tarda	Edwardsiella tarda	species	500638	Negative	Facultative anaerobe	NULL	Nonsporulating	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1095	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Incertae Sedis XIII	Eubacterium	sulci	eubacterium	sulci	Eubacterium sulci	species	888727	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1096	NULL	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	sp. 1_3_56faa	eggerthella	sp. 1_3_56faa	Eggerthella sp. 1_3_56faa	species	665943	Positive	Nanaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1097	Eubacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	ventriosum	eubacterium	ventriosum	Eubacterium ventriosum	species	39496	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1098	Eubacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella	sp. yy7918	eggerthella	sp. yy7918	Eggerthella sp. yy7918	species	502558	Positive	Nanaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1099	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa	lata	eutypa	lata	Eutypa lata	species	97096	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1100	Eubacteria	Firmicutes	Bacilli	Bacillales	Bacillales Incertae Sedis XII	Exiguobacterium	aurantiacum	exiguobacterium	aurantiacum	Exiguobacterium aurantiacum	species	1397694	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1101	NULL	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella		eggerthella		Eggerthella	genus	NULL	NULL	Nanaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
1102	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	dermatitidis	exophiala	dermatitidis	Exophiala dermatitidis	species	5970	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
1103	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	mesophila	exophiala	mesophila	Exophiala mesophila	species	212818	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1104	Eubacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Eggerthia	catenaformis	eggerthia	catenaformis	Eggerthia catenaformis	species	31973	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1105	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	oligosperma	exophiala	oligosperma	Exophiala oligosperma	species	215243	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1106	Eubacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	canis	ehrlichia	canis	Ehrlichia canis	species	944	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1107	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	pisciphila	exophiala	pisciphila	Exophiala pisciphila	species	86051	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
1108	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	spinifera	exophiala	spinifera	Exophiala spinifera	species	91928	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1109	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	xenobiotica	exophiala	xenobiotica	Exophiala xenobiotica	species	348802	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1110	Bacillati	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	faecis	faecalibacterium	faecis	Faecalibacterium faecis	species	3133157	Positive	Anaerobic	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1111	Eubacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	mortiferum	fusobacterium	mortiferum	Fusobacterium mortiferum	species	469616	Negative	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1112	Bacillati	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	intestinale	faecalibacterium	intestinale	Faecalibacterium intestinale	species	3133155	Positive	Anaerobic	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1113	Eubacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	necrophorum	fusobacterium	necrophorum	Fusobacterium necrophorum	species	556263	Negative	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1114	Bacillati	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	tardum	faecalibacterium	tardum	Faecalibacterium tardum	species	3133156	Positive	Anaerobic	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1115	Eubacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum	fusobacterium	nucleatum	Fusobacterium nucleatum	species	190304	Negative	Anaerobe	NULL	Nonsporulating	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1116	Eubacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	pleomorphus	faecalicoccus	pleomorphus	Faecalicoccus pleomorphus	species	1323	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1117	Eubacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	periodonticum	fusobacterium	periodonticum	Fusobacterium periodonticum	species	469599	Negative	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1118	Eubacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	cylindroides	faecalitalea	cylindroides	Faecalitalea cylindroides	species	39483	Positive	Obligate anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1119	Eubacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	russii	fusobacterium	russii	Fusobacterium russii	species	1278306	Negative	Microaerophile	NULL	NULL	fermenter	amino_acids_proteins	2026-06-19 10:03:02	2026-06-19 10:03:04
1120	Bacillati	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecousia	intestinalis	faecousia	intestinalis	Faecousia intestinalis	species	3133167	Positive	Anaerobic	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1121	Eubacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	ulcerans	fusobacterium	ulcerans	Fusobacterium ulcerans	species	469617	Negative	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1122	NULL	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Fannyhessea	vaginae	fannyhessea	vaginae	Fannyhessea vaginae	species	NULL	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
1123	Eubacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	varium	fusobacterium	varium	Fusobacterium varium	species	469618	Negative	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1124	Eubacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor	alocis	filifactor	alocis	Filifactor alocis	species	143361	Negative	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1125	Eubacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	vaginalis	gardnerella	vaginalis	Gardnerella vaginalis	species	2702	NULL	Anaerobic	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1126	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	stepposum	filobasidium	stepposum	Filobasidium stepposum	species	350811	NULL	Aerobe	NULL	Sporulating (basidiospores)/reproduction by budding	respirator	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
1127	Eubacteria	Firmicutes	Bacilli	Bacillales	NULL	Gemella	bergeri	gemella	bergeri	Gemella bergeri	species	84136	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1128	Eubacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	magna	finegoldia	magna	Finegoldia magna	species	1260	Positive	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1129	Eubacteria	Firmicutes	Bacilli	Bacillales	Bacillales Incertae Sedis XI	Gemella	haemolysans	gemella	haemolysans	Gemella haemolysans	species	1379	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1130	Eubacteria	Firmicutes	Bacilli	Bacillales	Bacillales Incertae Sedis XI	Gemella	morbillorum	gemella	morbillorum	Gemella morbillorum	species	29391	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1131	Eubacteria	Firmicutes	Bacilli	Bacillales	Bacillales Incertae Sedis XI	Gemella	sanguinis	gemella	sanguinis	Gemella sanguinis	species	1408440	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1132	NULL	Cyanobacteria	NULL	Nostocales	Hapalosiphonaceae	Fischerella	ambigua	fischerella	ambigua	Fischerella ambigua	species	230521	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1133	Eubacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	stearothermophilus	geobacillus	stearothermophilus	Geobacillus stearothermophilus	species	1422	Variable	Aerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1134	Eubacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	johnsoniae	flavobacterium	johnsoniae	Flavobacterium johnsoniae	species	986	Negative	Aerobe	NULL	Nonsporulating	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1135	Eubacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	thermodenitrificans	geobacillus	thermodenitrificans	Geobacillus thermodenitrificans	species	33940	Positive	Facultative aerobe	NULL	Sporulating	mixed	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
1136	Bacillati	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Flavonifractor	hominis	flavonifractor	hominis	Flavonifractor hominis	species	3133178	Positive	Anaerobic	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1137	Eubacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	vulcani	geobacillus	vulcani	Geobacillus vulcani	species	135517	Positive	Aerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1138	Eubacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	plautii	flavonifractor	plautii	Flavonifractor plautii	species	292800	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1139	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	bemidjiensis	geobacter	bemidjiensis	Geobacter bemidjiensis	species	225194	Negative	Anaerobe	NULL	Singles	fermenter	inorganic	2026-06-19 10:03:02	2026-06-19 10:03:04
1140	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	erecta	fonsecaea	erecta	Fonsecaea erecta	species	1367422	NULL	Aerobe	NULL	Sporulating	respirator	amino_acids_proteins	2026-06-19 10:03:02	2026-06-19 10:03:04
1141	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	metallireducens	geobacter	metallireducens	Geobacter metallireducens	species	28232	Negative	Anaerobe	NULL	Singles	fermenter	inorganic	2026-06-19 10:03:02	2026-06-19 10:03:04
1142	Eubacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	francisella	tularensis	Francisella tularensis	species	263	Negative	Aerobe	NULL	Singles	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1143	Eubacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	sulfurreducens	geobacter	sulfurreducens	Geobacter sulfurreducens	species	35554	Negative	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1144	Eubacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	alni	frankia	alni	Frankia alni	species	1859	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
1145	NULL	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus		geodermatophilus		Geodermatophilus	genus	NULL	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
1146	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	acuminatum	fusarium	acuminatum	Fusarium acuminatum	species	5515	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
1147	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	candidum	geotrichum	candidum	Geotrichum candidum	species	1173061	NULL	Aerobe/facultative anaerobe	NULL	Sporulating	mixed	amino_acids_proteins	2026-06-19 10:03:02	2026-06-19 10:03:04
1148	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	babinda	fusarium	babinda	Fusarium babinda	species	48486	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1149	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	lozoyensis	glarea	lozoyensis	Glarea lozoyensis	species	101852	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1150	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	chlamydosporum	fusarium	chlamydosporum	Fusarium chlamydosporum	species	86545	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
1151	Eubacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Gleimia	coleocanis	gleimia	coleocanis	Gleimia coleocanis	species	103618	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1152	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	compactum	fusarium	compactum	Fusarium compactum	species	867872	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
1153	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Gloeophyllum	trabeum	gloeophyllum	trabeum	Gloeophyllum trabeum	species	104355	NULL	Aerobe/facultative anaerobe	NULL	Sporulating (basidiospores)/reproduction by budding	mixed	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1154	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	culmorum	fusarium	culmorum	Fusarium culmorum	species	5516	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1155	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	oxydans	gluconobacter	oxydans	Gluconobacter oxydans	species	442	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1156	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	fujikuroi	fusarium	fujikuroi	Fusarium fujikuroi	species	5127	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1157	Fungi	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	Gonapodyaceae	Gonapodya	prolifera	gonapodya	prolifera	Gonapodya prolifera	species	1123529	Positive	Aerobic	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1158	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	graminearum	fusarium	graminearum	Fusarium graminearum	species	5518	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1159	Eubacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	rubripertincta	gordonia	rubripertincta	Gordonia rubripertincta	species	1077975	Positive	Aerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1160	Eubacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	terrae	gordonia	terrae	Gordonia terrae	species	1089454	Positive	Aerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
1161	Eubacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	pamelaeae	gordonibacter	pamelaeae	Gordonibacter pamelaeae	species	471189	Positive	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1162	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	haematococcum	fusarium	haematococcum	Fusarium haematococcum	species	984957	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
1163	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	incarnatum	fusarium	incarnatum	Fusarium incarnatum	species	298378	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
1164	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Granulibacter	bethesdensis	granulibacter	bethesdensis	Granulibacter bethesdensis	species	364410	Negative	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
1165	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	lateritium	fusarium	lateritium	Fusarium lateritium	species	5523	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
1166	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	adiacens	granulicatella	adiacens	Granulicatella adiacens	species	46124	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
1167	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	oxysporum	fusarium	oxysporum	Fusarium oxysporum	species	5507	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1168	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	proliferatum	fusarium	proliferatum	Fusarium proliferatum	species	948311	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
1169	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	pseudograminearum	fusarium	pseudograminearum	Fusarium pseudograminearum	species	101028	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
